id,title,abstract,categories,authors,keywords,topic,combined_text
704.0366,Generalized Nariai Solutions for Yang-type Monopoles,"  A detailed study of the geometries that emerge by a gravitating generalized
Yang monopole in even dimensions is carried out. In particular, those which
present black hole and cosmological horizons. This two-horizon system is
thermally unstable. The process of thermalization will drive both horizons to
coalesce. This limit is what is profusely studied in this paper. It is shown
that eventhough coordinate distance shrinks to zero, physical distance does
not. So, there is some remaining space which geometry has been computed and
identified as a generalized Nariai solution. The thermal properties of this new
spacetime are then calculated. Topics, as the elliptical relation between radii
of spheres in the geometry or a discussion about whether a mass-type term
should be present in the line element or not, are also included.
",gr-qc; hep-th,Pablo Diaz; Antonio Segui,geometry; generalized; distance; horizon; present,9,"Generalized Nariai Solutions for Yang-type Monopoles   A detailed study of the geometries that emerge by a gravitating generalized
Yang monopole in even dimensions is carried out. In particular, those which
present black hole and cosmological horizons. This two-horizon system is
thermally unstable. The process of thermalization will drive both horizons to
coalesce. This limit is what is profusely studied in this paper. It is shown
that eventhough coordinate distance shrinks to zero, physical distance does
not. So, there is some remaining space which geometry has been computed and
identified as a generalized Nariai solution. The thermal properties of this new
spacetime are then calculated. Topics, as the elliptical relation between radii
of spheres in the geometry or a discussion about whether a mass-type term
should be present in the line element or not, are also included.
"
704.0389,"Evolution of the Carter constant for inspirals into a black hole: effect
  of the black hole quadrupole","  We analyze the effect of gravitational radiation reaction on generic orbits
around a body with an axisymmetric mass quadrupole moment Q to linear order in
Q, to the leading post-Newtonian order, and to linear order in the mass ratio.
This system admits three constants of the motion in absence of radiation
reaction: energy, angular momentum, and a third constant analogous to the
Carter constant. We compute instantaneous and time-averaged rates of change of
these three constants. For a point particle orbiting a black hole, Ryan has
computed the leading order evolution of the orbit's Carter constant, which is
linear in the spin. Our result, when combined with an interaction quadratic in
the spin (the coupling of the black hole's spin to its own radiation reaction
field), gives the next to leading order evolution. The effect of the
quadrupole, like that of the linear spin term, is to circularize eccentric
orbits and to drive the orbital plane towards antialignment with the symmetry
axis. In addition we consider a system of two point masses where one body has a
single mass multipole or current multipole. To linear order in the mass ratio,
to linear order in the multipole, and to the leading post-Newtonian order, we
show that there does not exist an analog of the Carter constant for such a
system (except for the cases of spin and mass quadrupole). With mild additional
assumptions, this result falsifies the conjecture that all vacuum, axisymmetric
spacetimes posess a third constant of geodesic motion.
",gr-qc,Eanna E. Flanagan and Tanja Hinderer,order; linear; constant; spin; leading,9,"Evolution of the Carter constant for inspirals into a black hole: effect
  of the black hole quadrupole   We analyze the effect of gravitational radiation reaction on generic orbits
around a body with an axisymmetric mass quadrupole moment Q to linear order in
Q, to the leading post-Newtonian order, and to linear order in the mass ratio.
This system admits three constants of the motion in absence of radiation
reaction: energy, angular momentum, and a third constant analogous to the
Carter constant. We compute instantaneous and time-averaged rates of change of
these three constants. For a point particle orbiting a black hole, Ryan has
computed the leading order evolution of the orbit's Carter constant, which is
linear in the spin. Our result, when combined with an interaction quadratic in
the spin (the coupling of the black hole's spin to its own radiation reaction
field), gives the next to leading order evolution. The effect of the
quadrupole, like that of the linear spin term, is to circularize eccentric
orbits and to drive the orbital plane towards antialignment with the symmetry
axis. In addition we consider a system of two point masses where one body has a
single mass multipole or current multipole. To linear order in the mass ratio,
to linear order in the multipole, and to the leading post-Newtonian order, we
show that there does not exist an analog of the Carter constant for such a
system (except for the cases of spin and mass quadrupole). With mild additional
assumptions, this result falsifies the conjecture that all vacuum, axisymmetric
spacetimes posess a third constant of geodesic motion.
"
704.0399,Hawking radiation of linear dilaton black holes,"  We compute exactly the semi-classical radiation spectrum for a class of
non-asymptotically flat charged dilaton black holes, the so-called linear
dilaton black holes. In the high frequency regime, the temperature for these
black holes generically agrees with the surface gravity result. In the special
case where the black hole is massless, we show that, although the surface
gravity remains finite, there is no radiation, in agreement with the fact that
massless objects cannot radiate.
",gr-qc; hep-th,G. Clement; J.C. Fabris and G.T. Marques,black; holes; radiation; gravity; surface,9,"Hawking radiation of linear dilaton black holes   We compute exactly the semi-classical radiation spectrum for a class of
non-asymptotically flat charged dilaton black holes, the so-called linear
dilaton black holes. In the high frequency regime, the temperature for these
black holes generically agrees with the surface gravity result. In the special
case where the black hole is massless, we show that, although the surface
gravity remains finite, there is no radiation, in agreement with the fact that
massless objects cannot radiate.
"
704.041,"Cyclotron Resonance study of the electron and hole velocity in graphene
  monolayers","  We report studies of cyclotron resonance in monolayer graphene. Cyclotron
resonance is detected using the photoconductive response of the sample for
several different Landau level occupancies. The experiments measure an electron
velocity at the K- (Dirac) point of $c_{K}^{*}$ = 1.093 x 10$^{6}$ ms$^{-1}$
and in addition detect a significant asymmetry between the electron and hole
bands, leading to a difference in the electron and hole velocities of 5% by
energies of 125 meV away from the Dirac point.
",cond-mat.mes-hall,R.S. Deacon; K-C. Chuang; R. J.Nicholas; K.S. Novoselov; A.K. Geim,electron; dirac; resonance; hole; point,9,"Cyclotron Resonance study of the electron and hole velocity in graphene
  monolayers   We report studies of cyclotron resonance in monolayer graphene. Cyclotron
resonance is detected using the photoconductive response of the sample for
several different Landau level occupancies. The experiments measure an electron
velocity at the K- (Dirac) point of $c_{K}^{*}$ = 1.093 x 10$^{6}$ ms$^{-1}$
and in addition detect a significant asymmetry between the electron and hole
bands, leading to a difference in the electron and hole velocities of 5% by
energies of 125 meV away from the Dirac point.
"
704.0431,Fragmentation of general relativistic quasi-toroidal polytropes,"  We investigate the role of rotational instabilities in the context of black
hole formation in relativistic stars. In addition to the standard scenario - an
axially symmetric dynamical instability forming a horizon at the star's center
- the recently found low-$T/|W|$ instabilities are shown to lead to
fragmentation and off-center horizon formation in differentially rotating
stars. This process might be an alternative pathway to produce SMBHs from
supermassive stars with inefficient angular momentum transport.
",gr-qc; astro-ph.HE,"Burkhard Zink; Nikolaos Stergioulas; Ian Hawke; Christian D. Ott; Erik
  Schnetter; Ewald Mueller",stars; horizon; center; formation; rotating,9,"Fragmentation of general relativistic quasi-toroidal polytropes   We investigate the role of rotational instabilities in the context of black
hole formation in relativistic stars. In addition to the standard scenario - an
axially symmetric dynamical instability forming a horizon at the star's center
- the recently found low-$T/|W|$ instabilities are shown to lead to
fragmentation and off-center horizon formation in differentially rotating
stars. This process might be an alternative pathway to produce SMBHs from
supermassive stars with inefficient angular momentum transport.
"
704.0435,Type D Einstein spacetimes in higher dimensions,"  We show that all static spacetimes in higher dimensions are of Weyl types G,
I_i, D or O. This applies also to stationary spacetimes if additional
conditions are fulfilled, as for most known black hole/ring solutions. (The
conclusions change when the Killing generator becomes null, such as at Killing
horizons.) Next we demonstrate that the same Weyl types characterize warped
product spacetimes with a one-dimensional Lorentzian (timelike) factor, whereas
warped spacetimes with a two-dimensional Lorentzian factor are restricted to
the types D or O. By exploring the Bianchi identities, we then analyze the
simplest non-trivial case from the above classes - type D vacuum spacetimes,
possibly with a cosmological constant, dropping, however, the assumptions that
the spacetime is static, stationary or warped. It is shown that for ``generic''
type D vacuum spacetimes the corresponding principal null directions are
geodetic in any dimension (this applies also to type II spacetimes). For n>=5,
however, there may exist particular cases of type D spacetimes which admit
non-geodetic multiple principal null directions and we present such examples in
any n>=7. Further studies are restricted to five dimensions, where the type D
Weyl tensor is described by a 3x3 matrix \Phi_{ij}. In the case with
``twistfree'' (A_{ij}=0) principal null geodesics we show that in a ``generic''
case \Phi_{ij} is symmetric and eigenvectors of \Phi_{ij} coincide with those
of the expansion matrix S_{ij}, providing us with three preferred spacelike
directions of the spacetime. Similar results are also obtained when relaxing
the twistfree condition and assuming instead that \Phi_{ij} is symmetric. The
n=5 Myers-Perry black hole and Kerr-NUT-AdS metrics in arbitrary dimension are
briefly studied as specific examples of type D vacuum spacetime.
",gr-qc; hep-th,Vojtech Pravda; Alena Pravdova; Marcello Ortaggio,type; spacetime; vacuum; types; stationary,9,"Type D Einstein spacetimes in higher dimensions   We show that all static spacetimes in higher dimensions are of Weyl types G,
I_i, D or O. This applies also to stationary spacetimes if additional
conditions are fulfilled, as for most known black hole/ring solutions. (The
conclusions change when the Killing generator becomes null, such as at Killing
horizons.) Next we demonstrate that the same Weyl types characterize warped
product spacetimes with a one-dimensional Lorentzian (timelike) factor, whereas
warped spacetimes with a two-dimensional Lorentzian factor are restricted to
the types D or O. By exploring the Bianchi identities, we then analyze the
simplest non-trivial case from the above classes - type D vacuum spacetimes,
possibly with a cosmological constant, dropping, however, the assumptions that
the spacetime is static, stationary or warped. It is shown that for ``generic''
type D vacuum spacetimes the corresponding principal null directions are
geodetic in any dimension (this applies also to type II spacetimes). For n>=5,
however, there may exist particular cases of type D spacetimes which admit
non-geodetic multiple principal null directions and we present such examples in
any n>=7. Further studies are restricted to five dimensions, where the type D
Weyl tensor is described by a 3x3 matrix \Phi_{ij}. In the case with
``twistfree'' (A_{ij}=0) principal null geodesics we show that in a ``generic''
case \Phi_{ij} is symmetric and eigenvectors of \Phi_{ij} coincide with those
of the expansion matrix S_{ij}, providing us with three preferred spacelike
directions of the spacetime. Similar results are also obtained when relaxing
the twistfree condition and assuming instead that \Phi_{ij} is symmetric. The
n=5 Myers-Perry black hole and Kerr-NUT-AdS metrics in arbitrary dimension are
briefly studied as specific examples of type D vacuum spacetime.
"
704.0507,E_6 and the bipartite entanglement of three qutrits,"  Recent investigations have established an analogy between the entropy of
four-dimensional supersymmetric black holes in string theory and entanglement
in quantum information theory. Examples include: (1) N=2 STU black holes and
the tripartite entanglement of three qubits (2-state systems), where the common
symmetry is [SL(2)]^3 and (2) N=8 black holes and the tripartite entanglement
of seven qubits where the common symmetry is E_7 which contains [SL(2)]^7. Here
we present another example: N=8 black holes (or black strings) in five
dimensions and the bipartite entanglement of three qutrits (3-state systems),
where the common symmetry is E_6 which contains [SL(3)]^3. Both the black hole
(or black string) entropy and the entanglement measure are provided by the
Cartan cubic E_6 invariant. Similar analogies exist for ``magic'' N=2
supergravity black holes in both four and five dimensions.
",hep-th; quant-ph,M. J. Duff and S. Ferrara,black; entanglement; holes; common; symmetry,9,"E_6 and the bipartite entanglement of three qutrits   Recent investigations have established an analogy between the entropy of
four-dimensional supersymmetric black holes in string theory and entanglement
in quantum information theory. Examples include: (1) N=2 STU black holes and
the tripartite entanglement of three qubits (2-state systems), where the common
symmetry is [SL(2)]^3 and (2) N=8 black holes and the tripartite entanglement
of seven qubits where the common symmetry is E_7 which contains [SL(2)]^7. Here
we present another example: N=8 black holes (or black strings) in five
dimensions and the bipartite entanglement of three qutrits (3-state systems),
where the common symmetry is E_6 which contains [SL(3)]^3. Both the black hole
(or black string) entropy and the entanglement measure are provided by the
Cartan cubic E_6 invariant. Similar analogies exist for ``magic'' N=2
supergravity black holes in both four and five dimensions.
"
704.0607,"Plasmon Amplification through Stimulated Emission at Terahertz
  Frequencies in Graphene","  We show that plasmons in two-dimensional graphene can have net gain at
terahertz frequencies. The coupling of the plasmons to interband electron-hole
transitions in population inverted graphene layers can lead to plasmon
amplification through the process of stimulated emission. We calculate plasmon
gain for different electron-hole densities and temperatures and show that the
gain values can exceed $10^{4}$ cm$^{-1}$ in the 1-10 terahertz frequency
range, for electron-hole densities in the $10^{9}$-$10^{11}$ cm$^{-2}$ range,
even when plasmon energy loss due to intraband scattering is considered.
Plasmons are found to exhibit net gain for intraband scattering times shorter
than 100 fs. Such high gain values could allow extremely compact terahertz
amplifiers and oscillators that have dimensions in the 1-10 $\mu$m range.
",cond-mat.mes-hall; cond-mat.mtrl-sci,Farhan Rana; Faisal R. Ahmad,10; hole; electron; graphene; range,9,"Plasmon Amplification through Stimulated Emission at Terahertz
  Frequencies in Graphene   We show that plasmons in two-dimensional graphene can have net gain at
terahertz frequencies. The coupling of the plasmons to interband electron-hole
transitions in population inverted graphene layers can lead to plasmon
amplification through the process of stimulated emission. We calculate plasmon
gain for different electron-hole densities and temperatures and show that the
gain values can exceed $10^{4}$ cm$^{-1}$ in the 1-10 terahertz frequency
range, for electron-hole densities in the $10^{9}$-$10^{11}$ cm$^{-2}$ range,
even when plasmon energy loss due to intraband scattering is considered.
Plasmons are found to exhibit net gain for intraband scattering times shorter
than 100 fs. Such high gain values could allow extremely compact terahertz
amplifiers and oscillators that have dimensions in the 1-10 $\mu$m range.
"
704.0628,"Black hole puncture initial data with realistic gravitational wave
  content","  We present improved post-Newtonian-inspired initial data for non-spinning
black-hole binaries, suitable for numerical evolution with punctures. We
revisit the work of Tichy et al. [W. Tichy, B. Bruegmann, M. Campanelli, and P.
Diener, Phys. Rev. D 67, 064008 (2003)], explicitly calculating the remaining
integral terms. These terms improve accuracy in the far zone and, for the first
time, include realistic gravitational waves in the initial data. We investigate
the behavior of these data both at the center of mass and in the far zone,
demonstrating agreement of the transverse-traceless parts of the new metric
with quadrupole-approximation waveforms. These data can be used for numerical
evolutions, enabling a direct connection between the merger waveforms and the
post-Newtonian inspiral waveforms.
",gr-qc,Bernard J Kelly; Wolfgang Tichy; Manuela Campanelli; Bernard F Whiting,data; far; initial; numerical; terms,9,"Black hole puncture initial data with realistic gravitational wave
  content   We present improved post-Newtonian-inspired initial data for non-spinning
black-hole binaries, suitable for numerical evolution with punctures. We
revisit the work of Tichy et al. [W. Tichy, B. Bruegmann, M. Campanelli, and P.
Diener, Phys. Rev. D 67, 064008 (2003)], explicitly calculating the remaining
integral terms. These terms improve accuracy in the far zone and, for the first
time, include realistic gravitational waves in the initial data. We investigate
the behavior of these data both at the center of mass and in the far zone,
demonstrating agreement of the transverse-traceless parts of the new metric
with quadrupole-approximation waveforms. These data can be used for numerical
evolutions, enabling a direct connection between the merger waveforms and the
post-Newtonian inspiral waveforms.
"
704.0729,The First Law for Boosted Kaluza-Klein Black Holes,"  We study the thermodynamics of Kaluza-Klein black holes with momentum along
the compact dimension, but vanishing angular momentum. These black holes are
stationary, but non-rotating. We derive the first law for these spacetimes and
find that the parameter conjugate to variations in the length of the compact
direction is an effective tension, which generally differs from the ADM
tension. For the boosted black string, this effective tension is always
positive, while the ADM tension is negative for large boost parameter. We also
derive two Smarr formulas, one that follows from time translation invariance,
and a second one that holds only in the case of exact translation symmetry in
the compact dimension. Finally, we show that the `tension first law' derived by
Traschen and Fox in the static case has the form of a thermodynamic Gibbs-Duhem
relation and give its extension in the stationary, non-rotating case.
",hep-th,David Kastor; Sourya Ray and Jennie Traschen,compact; black; rotating; stationary; holes,9,"The First Law for Boosted Kaluza-Klein Black Holes   We study the thermodynamics of Kaluza-Klein black holes with momentum along
the compact dimension, but vanishing angular momentum. These black holes are
stationary, but non-rotating. We derive the first law for these spacetimes and
find that the parameter conjugate to variations in the length of the compact
direction is an effective tension, which generally differs from the ADM
tension. For the boosted black string, this effective tension is always
positive, while the ADM tension is negative for large boost parameter. We also
derive two Smarr formulas, one that follows from time translation invariance,
and a second one that holds only in the case of exact translation symmetry in
the compact dimension. Finally, we show that the `tension first law' derived by
Traschen and Fox in the static case has the form of a thermodynamic Gibbs-Duhem
relation and give its extension in the stationary, non-rotating case.
"
704.0734,GRO J1655-40: from ASCA and XMM-Newton Observations,"  We have analysed four ASCA observations (1994--1995, 1996--1997) and three
XMM-Newton observations (2005) of this source, in all of which the source is in
high/soft state. We modeled the continuum spectra with relativistic disk model
kerrbb, estimated the spin of the central black hole, and constrained the
spectral hardening factor f_col and the distance. If kerrbb model applies, for
normally used value of f_col, the distance cannot be very small, and f_col
changes with observations.
",astro-ph,"Xiao-Ling Zhang; Shuang Nan Zhang; Gloria Sala; Jochen Greiner; Yuxin
  Feng; Yangsen Yao",observations; distance; source; soft; estimated,9,"GRO J1655-40: from ASCA and XMM-Newton Observations   We have analysed four ASCA observations (1994--1995, 1996--1997) and three
XMM-Newton observations (2005) of this source, in all of which the source is in
high/soft state. We modeled the continuum spectra with relativistic disk model
kerrbb, estimated the spin of the central black hole, and constrained the
spectral hardening factor f_col and the distance. If kerrbb model applies, for
normally used value of f_col, the distance cannot be very small, and f_col
changes with observations.
"
