id,title,abstract,categories,authors,keywords,topic
705.4066,"Can a charged dust ball be sent through the Reissner--Nordstr\""{o}m
  wormhole?","  In a previous paper we formulated a set of necessary conditions for the
spherically symmetric weakly charged dust to avoid Big Bang/Big Crunch, shell
crossing and permanent central singularities. However, we did not discuss the
properties of the energy density, some of which are surprising and seem not to
have been known up to now. A singularity of infinite energy density does exist
-- it is a point singularity situated on the world line of the center of
symmetry. The condition that no mass shell collapses to $R = 0$ if it had $R >
0$ initially thus turns out to be still insufficient for avoiding a
singularity. Moreover, at the singularity the energy density $\epsilon$ is
direction-dependent: $\epsilon \to - \infty$ when we approach the singular
point along a $t =$ const hypersurface and $\epsilon \to + \infty$ when we
approach that point along the center of symmetry. The appearance of
negative-energy-density regions turns out to be inevitable. We discuss various
aspects of this property of our configuration. We also show that a permanently
pulsating configuration, with the period of pulsation independent of mass, is
possible only if there exists a permanent central singularity.
",gr-qc,Andrzej Krasi\'nski and Krzysztof Bolejko,epsilon; density; energy; infty; shell,6
705.4067,The Complexity of Quantum Systems on a One-dimensional Chain,"  We prove that adiabatic computation is equivalent to standard quantum
computation even when the adiabatic quantum system is restricted to be a set of
particles on a one-dimensional chain. We give a construction that uses a
2-local Hamiltonian on nearest neighbors using particles that can have ten
distinct states. This implies a construction of a one-dimensional chain of
qubits in which the Hamiltonian is 6-local. We adapt this construction to show
that the 2-local Hamiltonian for 13-state particles is QMA-complete which in
turn implies that the 8-local Hamiltonian restricted to a one-dimensional chain
of qubits is QMA-complete.
",quant-ph,Sandy Irani,hamiltonian; chain; local; construction; particles,3
705.4068,Semidefinite Representation of Convex Sets,"  Let $S =\{x\in \re^n: g_1(x)\geq 0, ..., g_m(x)\geq 0\}$ be a semialgebraic
set defined by multivariate polynomials $g_i(x)$. Assume $S$ is convex, compact
and has nonempty interior. Let $S_i =\{x\in \re^n: g_i(x)\geq 0\}$, and $\bdS$
(resp. $\bdS_i$) be the boundary of $S$ (resp. $S_i$). This paper discusses
whether $S$ can be represented as the projection of some LMI representable set.
Such $S$ is called semidefinite representable or SDP representable. The
contributions of this paper: {\bf (i)} Assume $g_i(x)$ are all concave on $S$.
If the positive definite Lagrange Hessian (PDLH) condition holds, i.e., the
Hessian of the Lagrange function for optimization problem of minimizing any
nonzero linear function $\ell^Tx$ on $S$ is positive definite at the minimizer,
then $S$ is SDP representable. {\bf (ii)} If each $g_i(x)$ is either
sos-concave ($-\nabla^2g_i(x)=W(x)^TW(x)$ for some possibly nonsquare matrix
polynomial $W(x)$) or strictly quasi-concave on $S$, then $S$ is SDP
representable. {\bf (iii)} If each $S_i$ is either sos-convex or poscurv-convex
($S_i$ is compact convex, whose boundary has positive curvature and is
nonsingular, i.e. $\nabla g_i(x) \not = 0$ on $\bdS_i \cap S$), then $S$ is SDP
representable. This also holds for $S_i$ for which $\bdS_i \cap S$ extends
smoothly to the boundary of a poscurv-convex set containing $S$. {\bf (iv)} We
give the complexity of Schm\""{u}dgen and Putinar's matrix Positivstellensatz,
which are critical to the proofs of (i)-(iii).
",math.OC; math.AG,J. William Helton; Jiawang Nie,bf; positive; boundary; set; let,4
705.4069,Ab Initio Study of 40Ca with an Importance Truncated No-Core Shell Model,"  We propose an importance truncation scheme for the no-core shell model, which
enables converged calculations for nuclei well beyond the p-shell. It is based
on an a priori measure for the importance of individual basis states
constructed by means of many-body perturbation theory. Only the physically
relevant states of the no-core model space are considered, which leads to a
dramatic reduction of the basis dimension. We analyze the validity and
efficiency of this truncation scheme using different realistic nucleon-nucleon
interactions and compare to conventional no-core shell model calculations for
4He and 16O. Then, we present the first converged calculations for the ground
state of 40Ca within no-core model spaces including up to
16\hbar\Omega-excitations using realistic low-momentum interactions. The scheme
is universal and can be easily applied to other quantum many-body problems.
",nucl-th,R. Roth; P. Navratil,core; shell; scheme; calculations; nucleon,6
705.407,SNO+: predictions from standard solar models and spin flavour precession,"  Time variability of the solar neutrino flux especially in the low and
intermediate energy sector remains an open question and, if it exists, it is
likely to be originated from the magnetic moment transition from active to
light sterile neutrinos at times of intense solar activity and magnetic field.
We examine the prospects for the SNO+ experiment to address this important
issue and to distinguish between the two classes of solar models which are
currently identified as corresponding to a high (SSM I) and a low (SSM II)
heavy element abundance. We also evaluate the predictions from these two models
for the Chlorine experiment event rate in the standard LMA and LMA+Spin Flavour
Precession (SFP) scenarios. It is found that after three years of SNO+ data
taking, the pep flux measurement will be able to discriminate between the
standard LMA and LMA+SFP scenarios, independently of which is the correct solar
model. If the LMA rate is measured, SFP with $B_0 \sim 280kG$ for the resonant
$\Delta m^2_{01}$ can be excluded at more than $4\sigma$. A low rate would
signal new physics, excluding all the 90% allowed range of the standard LMA
solution at 3$\sigma$, and a time variability would be a strong signature of
the SFP model. The CNO fluxes are the ones for which the two SSM predictions
exhibit the largest differences, so their measurement at SNO+ will be important
to favour one or the other. The distinction will be clearer after LMA or SFP
are confirmed with pep, but still, a CNO measurement at the level of SSM I/LMA
will disfavour SSM II at about $3 \sigma$. We conclude that consistency between
future pep and CNO flux measurements at SNO+ and Chlorine would either favour
an LMA+SFP scenario or favour SSM II over SSM I.
",hep-ph,Marco Picariello; Jo\~ao Pulido; S. Andringa; N.F. Barros; J. Maneira,solar; sigma; measurement; ii; flux,6
705.4071,A sufficient condition for Gaussian departure in turbulence,"  The interaction of two isotropic turbulent fields of equal integral scale but
different kinetic energy generates the simplest kind of inhomogeneous turbulent
field. In this paper we present a numerical experiment where two time decaying
isotropic fields of kinetic energies $E_1$ and $E_2$ initially match over a
narrow region. Within this region the kinetic energy varies as a hyperbolic
tangent. The following temporal evolution produces a shearless mixing. The
anisotropy and intermittency of velocity and velocity derivative statistics is
observed. In particular the asymptotic behavior in time and as a function of
the energy ratio $E_1/E_2 \to \infty$ is discussed. This limit corresponds to
the maximum observable turbulent energy gradient for a given $E_1$ and is
obtained through the limit $E_2 \to 0$. A field with $E_1/E_2 \to \infty$
represents a mixing which could be observed near a surface subject to a very
small velocity gradient separating two turbulent fields, one of which is nearly
quiescent. In this condition the turbulent penetration is maximum and reaches a
value equal to 1.2 times the nominal mixing layer width. The experiment shows
that the presence of a turbulent energy gradient is sufficient for the
appearance of intermittency and that during the mixing process the pressure
transport is not negligible with respect to the turbulent velocity transport.
These findings may open the way to the hypothesis that the presence of a
gradient of turbulent energy is the minimal requirement for Gaussian departure
in turbulence.
",physics.flu-dyn; physics.gen-ph,Daniela Tordella; Michele Iovieno; Peter Roger Bailey,mixing; energy; velocity; kinetic; fields,6
705.4072,Quantum Lifetime of Two-Dimensional Holes,"  The quantum lifetime of two-dimensional holes in a GaAs/AlGaAs double quantum
well is determined via tunneling spectroscopy. At low temperatures the lifetime
is limited by impurity scattering but at higher temperatures hole-hole Coulomb
scattering dominates. Our results are consistent with Fermi liquid theory, at
least up to r_s = 11. At the highest temperatures the measured width of the
hole spectral function becomes comparable to the Fermi energy. A new,
tunneling-spectroscopic, method for determining the in-plane effective mass of
the holes is also demonstrated.
",cond-mat.mes-hall,J.P. Eisenstein; D. Syphers; L.N. Pfeiffer; and K.W. West,temperatures; hole; tunneling; fermi; holes,9
705.4073,"Quasi-linear dynamics in nonlinear Schr\"" odinger equation with periodic
  boundary conditions","  It is shown that a large subset of initial data with finite energy ($L^2$
norm)evolves nearly linearly in nonlinear Schr\"" odinger equation with periodic
boundary conditions. These new solutions are not perturbations of the known
ones such as solitons, semiclassical or weakly linear solutions.
",math-ph; math.MP,M. Burak Erdogan and Vadim Zharnitsky,solutions; perturbations; periodic; ones; nonlinear,5
705.4074,"Solving ill-conditioned linear algebraic systems by the dynamical
  systems method (DSM)","  An iterative scheme for the Dynamical Systems Method (DSM) is given such that
one does not have to solve the Cauchy problem occuring in the application of
the DSM for solving ill-conditioned linear algebraic systems. The novelty of
the algorithm is that the algorithm does not have to find the regularization
parameter $a$ by solving a nonlinear equation. Numerical experiments show that
DSM competes favorably with the Variational Regularization.
",math.NA,N. S. Hoang and A. G. Ramm,algorithm; does; systems; algebraic; application,0
705.4075,"$WZ$ Production at $e\gamma$ Colliders and Anomalous Quartic $WWZ\gamma$
  Coupling","  We investigate the constraints on the anomalous quartic $W^{+}W^{-}Z\gamma$
gauge boson coupling through the process $e^{-}\gamma\to \nu_{e}W^{-}Z$.
Considering incoming beam polarizations and the longitudinal and transverse
polarization states of the final W and Z boson we find 95% confidence level
limits on the anomalous coupling parameter $a_{n}$ with an integrated
luminosity of 500 $fb^{-1}$ and $\sqrt{s}$=0.5, 1 TeV energies. We show that
initial beam and final state polarizations improve the sensitivity to the
anomalous coupling by up to factors of 2 - 3.5 depending on the energy.
",hep-ph,I. Sahin,coupling; boson; beam; final; gamma,6
705.4076,Information-flux approach to multiple-spin dynamics,"  We introduce and formalize the concept of information flux in a many-body
register as the influence that the dynamics of a specific element receive from
any other element of the register. By quantifying the information flux in a
protocol, we can design the most appropriate initial state of the system and,
noticeably, the distribution of coupling strengths among the parts of the
register itself. The intuitive nature of this tool and its flexibility, which
allow for easily manageable numerical approaches when analytic expressions are
not straightforward, are greatly useful in interacting many-body systems such
as quantum spin chains. We illustrate the use of this concept in quantum
cloning and quantum state transfer and we also sketch its extension to
non-unitary dynamics.
",quant-ph; cond-mat.other; math-ph; math.MP,C. Di Franco; M. Paternostro; G. M. Palma; M. S. Kim,body; quantum; flux; information; dynamics,3
705.4077,The power of quantum systems on a line,"  We study the computational strength of quantum particles (each of finite
dimensionality) arranged on a line. First, we prove that it is possible to
perform universal adiabatic quantum computation using a one-dimensional quantum
system (with 9 states per particle). This might have practical implications for
experimentalists interested in constructing an adiabatic quantum computer.
Building on the same construction, but with some additional technical effort
and 12 states per particle, we show that the problem of approximating the
ground state energy of a system composed of a line of quantum particles is
QMA-complete; QMA is a quantum analogue of NP. This is in striking contrast to
the fact that the analogous classical problem, namely, one-dimensional
MAX-2-SAT with nearest neighbor constraints, is in P. The proof of the
QMA-completeness result requires an additional idea beyond the usual techniques
in the area: Not all illegal configurations can be ruled out by local checks,
so instead we rule out such illegal configurations because they would, in the
future, evolve into a state which can be seen locally to be illegal. Our
construction implies (assuming the quantum Church-Turing thesis and that
quantum computers cannot efficiently solve QMA-complete problems) that there
are one-dimensional systems which take an exponential time to relax to their
ground states at any temperature, making them candidates for being
one-dimensional spin glasses.
",quant-ph,Dorit Aharonov; Daniel Gottesman; Sandy Irani; Julia Kempe,quantum; dimensional; states; configurations; construction,3
705.4078,On canonical bases and internality criteria,"  A criterion is given for a type in a finite rank stable theory to be (almost)
internal to a given nonmodular minimal type. The motivation comes from results
of Campana which give criteria for compact complex analytic spaces to be
algebraic (namely Moishezon), in terms of the existence of ""generating""
families of algebraic subvarieties. A model-theoretic anologue/generalisation
of Campana's results is given under the hypothesis that the theory has the
""canonical base property"" (CBP), a property that is conjectured to hold in all
stable finite rank theories and which states that the type of the canonical
base over a realisation is almost internal to the minimal types of the theory.
",math.LO; math.CV,Rahim Moosa and Anand PIllay,rank; canonical; given; type; internal,5
705.4079,Molecular Clock on a Neutral Network,"  The number of fixed mutations accumulated in an evolving population often
displays a variance that is significantly larger than the mean (the
overdispersed molecular clock). By examining a generic evolutionary process on
a neutral network of high-fitness genotypes, we establish a formalism for
computing all cumulants of the full probability distribution of accumulated
mutations in terms of graph properties of the neutral network, and use the
formalism to prove overdispersion of the molecular clock. We further show that
significant overdispersion arises naturally in evolution when the neutral
network is highly sparse, exhibits large global fluctuations in neutrality, and
small local fluctuations in neutrality. The results are also relevant for
elucidating the topological structure of a neutral network from empirical
measurements of the substitution process.
",q-bio.PE; q-bio.MN,Alpan Raval,neutral; network; formalism; fluctuations; molecular,0
705.408,Aperiodic substitutional systems and their Bratteli diagrams,"  In the paper we study aperiodic substitutional dynamical systems arisen from
non-primitive substitutions.
  We prove that the Vershik homeomorphism $\phi$ of a stationary ordered
Bratteli diagram is homeomorphic to an aperiodic substitutional system if and
only if no restriction of $\phi$ to a minimal component is homeomorphic to an
odometer. We also show that every aperiodic substitutional system generated by
a substitution with nesting property is homeomorphic to the Vershik map of a
stationary ordered Bratteli diagram. It is proved that every aperiodic
substitutional system is recognizable. The classes of $m$-primitive
substitutions and associated to them derivative substitutions are studied. We
discuss also the notion of expansiveness for Cantor dynamical systems of finite
rank.
",math.DS,S. Bezuglyi; J. Kwiatkowski; and K. Medynets,stationary; phi; diagram; dynamical; systems,4
705.4081,Examples of Free Actions on Products of Spheres,"  We construct a non-abelian extension $\Gamma$ of $S^1$ by $\cy 3 \times \cy
3$, and prove that $\Gamma$ acts freely and smoothly on $S^{5} \times S^{5}$.
This gives new actions on $S^{5} \times S^{5}$ for an infinite family $\cP$ of
finite 3-groups. We also show that any finite odd order subgroup of the
exceptional Lie group $G_2$ admits a free smooth action on $S^{11}\times
S^{11}$. This gives new actions on $S^{11}\times S^{11}$ for an infinite family
$\cE $ of finite groups. We explain the significance of these families $\cP $,
$\cE $ for the general existence problem, and correct some mistakes in the
literature.
",math.AT; math.GT,Ian Hambleton and Ozgun Unlu,11; times; cp; finite; family,4
705.4082,Chern-Simons AdS_5 supergravity in a Randall-Sundrum background,"  Chern-Simons AdS supergravity theories are gauge theories for the super-AdS
group. These theories possess a fermionic symmetry which differs from standard
supersymmetry. In this paper, we study five-dimensional Chern-Simons AdS
supergravity in a Randall-Sundrum scenario with two Minkowski 3-branes. After
making modifications to the D = 5 Chern-Simons AdS supergravity action and
fermionic symmetry transformations, we obtain a Z_2-invariant total action S =
\tilde{S}_bulk + S_brane and fermionic transformations \tilde{\delta}_\epsilon.
While \tilde{\delta}_\epsilon \tilde{S}_bulk = 0, the fermionic symmetry is
broken by S_brane. Our total action reduces to the original Randall-Sundrum
model when \tilde{S}_bulk is restricted to its gravitational sector. We solve
the Killing spinor equations for a bosonic configuration with vanishing su(N)
and u(1) gauge fields.
",hep-th; gr-qc; hep-ph,Richard S. Garavuso and Francesco Toppan,action; theories; epsilon; symmetry; delta,5
705.4083,Full Counting Statistics and Field Theory,"  We review the relations between the full counting statistics and the field
theory of electric circuits. We demonstrate that for large conductances the
counting statistics is determined by non-trivial saddle-point of the field.
Coulomb effects in this limit are presented as quantum corrections that can
stongly renormalize the action at low energies.
",cond-mat.mes-hall,Yuli V. Nazarov,statistics; field; coulomb; electric; corrections,8
705.4084,"Comment on ""Regularizing capacity of metabolic networks""","  In a recent paper, Marr, Muller-Linow and Hutt [Phys. Rev. E 75, 041917
(2007)] investigate an artificial dynamic system on metabolic networks. They
find a less complex time evolution of this dynamic system in real networks,
compared to networks of reference models. The authors argue that this suggests
that metabolic network structure is a major factor behind the stability of
biochemical steady states. We reanalyze the same kind of data using a dynamic
system modeling actual reaction kinetics. The conclusions about stability, from
our analysis, are inconsistent with those of Marr et al. We argue that this
issue calls for a more detailed type of modeling.
",q-bio.MN,Petter Holme; Mikael Huss,dynamic; networks; argue; stability; reaction,0
705.4085,The Distance Geometry of Music,"  We demonstrate relationships between the classic Euclidean algorithm and many
other fields of study, particularly in the context of music and distance
geometry. Specifically, we show how the structure of the Euclidean algorithm
defines a family of rhythms which encompass over forty timelines
(\emph{ostinatos}) from traditional world music. We prove that these
\emph{Euclidean rhythms} have the mathematical property that their onset
patterns are distributed as evenly as possible: they maximize the sum of the
Euclidean distances between all pairs of onsets, viewing onsets as points on a
circle. Indeed, Euclidean rhythms are the unique rhythms that maximize this
notion of \emph{evenness}. We also show that essentially all Euclidean rhythms
are \emph{deep}: each distinct distance between onsets occurs with a unique
multiplicity, and these multiplicies form an interval $1,2,...,k-1$. Finally,
we characterize all deep rhythms, showing that they form a subclass of
generated rhythms, which in turn proves a useful property called shelling. All
of our results for musical rhythms apply equally well to musical scales. In
addition, many of the problems we explore are interesting in their own right as
distance geometry problems on the circle; some of the same problems were
explored by Erd\H{o}s in the plane.
",cs.CG,Erik D. Demaine; Francisco Gomez-Martin; Henk Meijer; David Rappaport; Perouz Taslakian; Godfried T. Toussaint; Terry Winograd; David R. Wood,problems; distance; deep; unique; property,0
705.4086,"Detailed Spectral Analysis of the Type Ib Supernova 1999dn. Paper I:
  Hydrogen-free Models","  We present spectral fits to five epochs of the typical Type Ib supernova
1999dn using the generalized, non-LTE, stellar atmospheres code PHOENIX. Our
goal is threefold: to determine basic physical properties of the supernova
ejecta, such as velocity, temperature, and density gradients; to reproduce He I
absorption lines by invoking non-thermal excitation; and, to investigate
possible spectral signatures of hydrogen, especially a feature around 6200
Angstrom, which has been attributed to high velocity $H_\alpha$. Our models
assume an atmosphere with uniform composition devoid of any hydrogen. Our model
spectra fit the observed spectra well, successfully reproducing most of the
features, including the prominent He I absorptions. The most plausible
alternative to $H_\alpha$ as the source of the 6200 Angstrom feature is a blend
of Fe II and Si II lines, which can be made stronger to fit the observed
feature better by increasing the metallicity of the ejecta. High-metallicity
models fit well at early epochs, but not as well as solar-metallicity models
after maximum light. While this blend of metal lines is a reasonable
explanation of the source of the 6200 Angstrom feature, it is still important
to investigate hydrogen as the source; therefore, a second paper will present
models that include a thin shell of hydrogen around the main composition
structure.
",astro-ph,Wesley Ketchum; E. Baron; and David Branch,hydrogen; feature; metallicity; fit; lines,7
705.4087,"Muon spin relaxation and hyperfine-enhanced 141Pr nuclear spin dynamic
  in Pr(Os,Ru)4Sb12 and (Pr,La)Os4Sb12","  Zero- and longitudinal-field muon spin relaxation (MuSR) experiments have
been carried out in the alloy series Pr(Os1-xRux)4Sb12 and Pr1-yLayOs4Sb12 to
elucidate the anomalous dynamic muon spin relaxation observed in these
materials. The damping rate associated with this relaxation varies with
temperature, applied magnetic field, and dopant concentrations x and y in a
manner consistent with the ``hyperfine enhancement'' of 141Pr nuclear spins
first discussed by Bleaney in 1973. This mechanism arises from Van Vleck-like
admixture of magnetic Pr3+ crystalline-electric-field-split excited states into
the nonmagnetic singlet ground state by the nuclear hyperfine coupling, thereby
increasing the strengths of spin-spin interactions between 141Pr and muon spins
and within the 141Pr spin system. We find qualitative agreement with this
scenario, and conclude that electronic spin fluctuations are not directly
involved in the dynamic muon spin relaxation.
",cond-mat.str-el,"Lei Shu; D. E. MacLaughlin; Y. Aoki; Y. Tunashima; Y. Yonezawa; S.
  Sanada; D. Kikuchi; H. Sato; R. H. Heffner; W. Higemoto; K. Ohishi; T. U.
  Ito; O. O. Bernal; A. D. Hillier; R. Kadono; A. Koda; K. Ishida; H. Sugawara; N. A. Frederick; W. M. Yuhasz; T. A. Sayles; T. Yanagisawa; and M. B. Maple",spin; relaxation; dynamic; nuclear; field,2
705.4088,"Dangling-bond spin relaxation and magnetic 1/f noise from the
  amorphous-semiconductor/oxide interface: Theory","  We propose a model for magnetic noise based on spin-flips (not
electron-trapping) of paramagnetic dangling-bonds at the
amorphous-semiconductor/oxide interface. A wide distribution of spin-flip times
is derived from the single-phonon cross-relaxation mechanism for a
dangling-bond interacting with the tunneling two-level systems of the amorphous
interface. The temperature and frequency dependence is sensitive to three
energy scales: The dangling-bond spin Zeeman energy delta, as well as the
minimum (E_min) and maximum (E_max) values for the energy splittings of the
tunneling two-level systems. We compare and fit our model parameters to a
recent experiment probing spin coherence of antimony donors implanted in
nuclear-spin-free silicon [T. Schenkel {\it et al.}, Appl. Phys. Lett. 88,
112101 (2006)], and conclude that a dangling-bond area density of the order of
10^{14}cm^{-2} is consistent with the data. This enables the prediction of
single spin qubit coherence times as a function of the distance from the
interface and the dangling-bond area density in a real device structure. We
apply our theory to calculations of magnetic flux noise affecting SQUID devices
due to their Si/SiO_2 substrate. Our explicit estimates of flux noise in SQUIDs
lead to a noise spectral density of the order of 10^{-12}Phi_{0}^{2} {Hz}^{-1}
at f=1Hz. This value might explain the origin of flux noise in some SQUID
devices. Finally, we consider the suppression of these effects using surface
passivation with hydrogen, and the residual nuclear-spin noise resulting from a
perfect silicon-hydride surface.
",cond-mat.mes-hall; cond-mat.mtrl-sci,Rogerio de Sousa,noise; spin; flux; tunneling; area,2
705.4089,Local purity distillation with bounded classical communication,"  Local pure states are an important resource for quantum computing. The
problem of distilling local pure states from mixed ones can be cast in an
information theoretic paradigm. The bipartite version of this problem where
local purity must be distilled from an arbitrary quantum state shared between
two parties, Alice and Bob, is closely related to the problem of separating
quantum and classical correlations in the state and in particular, to a measure
of classical correlations called the one-way distillable common randomness. In
Phys. Rev. A 71, 062303 (2005), the optimal rate of local purity distillation
is derived when many copies of a bipartite quantum state are shared between
Alice and Bob, and the parties are allowed unlimited use of a unidirectional
dephasing channel. In the present paper, we extend this result to the setting
in which the use of the channel is bounded. We demonstrate that in the case of
a classical-quantum system, the expression for the local purity distilled is
efficiently computable and provide examples with their tradeoff curves.
",quant-ph,Hari Krovi and Igor Devetak,local; quantum; classical; problem; pure,3
705.409,"Global magnetohydrodynamical models of turbulence in protoplanetary
  disks I. A cylindrical potential on a Cartesian grid and transport of solids","  We present global 3D MHD simulations of disks of gas and solids, aiming at
developing models that can be used to study various scenarios of planet
formation and planet-disk interaction in turbulent accretion disks. A second
goal is to show that Cartesian codes are comparable to cylindrical and
spherical ones in handling the magnetohydrodynamics of the disk simulations, as
the disk-in-a-box models presented here develop and sustain MHD turbulence. We
investigate the dependence of the magnetorotational instability on disk scale
height, finding evidence that the turbulence generated by the magnetorotational
instability grows with thermal pressure. The turbulent stresses depend on the
thermal pressure obeying a power law of 0.24+/-0.03, compatible with the value
of 0.25 found in shearing box calculations. The ratio of stresses decreased
with increasing temperature. We also study the dynamics of boulders in the
hydromagnetic turbulence. The vertical turbulent diffusion of the embedded
boulders is comparable to the turbulent viscosity of the flow. Significant
overdensities arise in the solid component as boulders concentrate in high
pressure regions.
",astro-ph,W. Lyra; A. Johansen; H. Klahr; N. Piskunov,disk; pressure; planet; disks; instability,1
705.4091,"High Energy Activity of the Super-Massive Black Hole at the Galactic
  Center","  The centre of our galaxy hosts the nearest super-massive black hole to the
solar system, identified to the compact radio source Sgr A*. High energy
experiments have tried in the past to detect the X/gamma-ray emission expected
from the accretion of the surrounding material into this super-massive black
hole. Only recently however, thanks to the new generation of telescopes, it has
been possible to reveal high energy radiation associated with Sgr A* or its
close environment. I will review and discuss in particular the results on the
Sgr A* X-ray flares discovered with Chandra and XMM-Newton, on the central soft
gamma-ray source detected with INTEGRAL and on the galactic centre TeV emission
revealed by HESS.
",astro-ph,Andrea Goldwurm,ray; massive; gamma; black; hole,7
705.4092,"Evidence for the Evolution of Young Early-Type Galaxies in the
  GOODS/CDF-S Field","  We have developed an efficient photometric technique for identifying young
early-type galaxy candidates using a combination of photometric redshifts,
spectral-type classification, and optical/near-infrared colors. Applying our
technique to the GOODS HST/ACS and VLT/ISAAC data we have selected a complete
and homogeneous sample of young elliptical candidates among early-type field
galaxies. The distribution of structural parameters for these candidates shows
that their selection, which is based on early spectral types, is fully
consistent with early morphological types. We investigate the evolution of
their luminosities and colors as a function of redshift and galaxy mass and
find evidence for an increasing starburst mass fraction in these young
early-type galaxy candidates at higher redshifts, which we interpret in terms
of massive field galaxies experiencing more massive/intense starbursts at
higher redshifts. Moreover, we find indications for a systematically larger
young elliptical fraction among sub-L*/2 early-type galaxies compared to their
brighter counterparts. The total fraction among the field early-type galaxies
increases with redshift, irrespective of galaxy luminosity. Our results are
most consistent with galaxy formation scenarios in which stars in massive
early-type field galaxies are assembled earlier than in their low-mass
counterparts.
",astro-ph,"Thomas H. Puzia (HIA; STScI); Bahram Mobasher (STScI); and Paul
  Goudfrooij (STScI)",early; type; galaxies; young; galaxy,1
705.4093,GHaFaS: Galaxy Halpha Fabry-Perot Spectrometer for the WHT,"  A new scanning Fabry-Perot system will soon be available at the Nasmyth focus
of the 4,2m William Hershell Telescope (WHT). It has been designed by the
Laboratoire d'Astrophysique Experimentale (LAE) in Montreal and is being built
in collaboration with astronomers at the Instituto de Astrofisica de Canarias
(IAC). The instrument will see first light at the beginning of July 2007.
",astro-ph,C. Carignan; O. Hernandez; J. E. Beckman and K. Fathi,telescope; available; light; new; zero,7
705.4094,Efficiency and Nash Equilibria in a Scrip System for P2P Networks,"  A model of providing service in a P2P network is analyzed. It is shown that
by adding a scrip system, a mechanism that admits a reasonable Nash equilibrium
that reduces free riding can be obtained. The effect of varying the total
amount of money (scrip) in the system on efficiency (i.e., social welfare) is
analyzed, and it is shown that by maintaining the appropriate ratio between the
total amount of money and the number of agents, efficiency is maximized. The
work has implications for many online systems, not only P2P networks but also a
wide variety of online forums for which scrip systems are popular, but formal
analyses have been lacking.
",cs.GT,Eric j. Friedman; Joseph Y. Halpern; Ian Kash,efficiency; analyzed; total; shown; systems,0
705.4095,The variable radio-to-X-ray spectrum of the magnetar XTE J1810-197,"  We have observed the 5.54s anomalous X-ray pulsar XTE J1810-197 at radio,
millimeter, and infrared (IR) wavelengths, with the aim of learning about its
broad-band spectrum. At the IRAM 30m telescope, we have detected the magnetar
at 88 and 144GHz, the highest radio-frequency emission ever seen from a pulsar.
At 88GHz we detected numerous individual pulses, with typical widths ~2ms and
peak flux densities up to 45Jy. Together with nearly contemporaneous
observations with the Parkes, Nancay, and Green Bank telescopes, we find that
in late 2006 July the spectral index of the pulsar was -0.5<alpha<0 over the
range 1.4-144GHz. Nine dual-frequency Very Large Array and Australia Telescope
Compact Array observations in 2006 May-September are consistent with this
finding, while showing variability of alpha with time. We infer from the IRAM
observations that XTE J1810-197 remains highly linearly polarized at millimeter
wavelengths. Also, toward this pulsar, the transition frequency between strong
and weak scattering in the interstellar medium may be near 50GHz. At Gemini, we
detected the pulsar at 2.2um in 2006 September, at the faintest level yet
observed, K_s=21.89+-0.15. We have also analyzed four archival IR Very Large
Telescope observations (two unpublished), finding that the brightness
fluctuated within a factor of 2-3 over a span of 3 years, unlike the monotonic
decay of the X-ray flux. Thus, there is no correlation between IR and X-ray
flux, and it remains uncertain whether there is any correlation between IR and
radio flux.
",astro-ph,"F. Camilo (1); S. M. Ransom (2); J. Penalver (3); A. Karastergiou (3); M. H. van Kerkwijk (4); M. Durant (5); J. P. Halpern (1); J. Reynolds (6); C.
  Thum (3); D. J. Helfand (1); N. Zimmerman (1); and I. Cognard (7) ((1)
  Columbia; (2) NRAO; (3) IRAM; (4) Toronto; (5) IAC; (6) ATNF; (7) CNRS)",ir; flux; 2006; observations; telescope,7
705.4096,Diagrammatic approach to non-Gaussianity from inflation,"  We present Feynman type diagrams for calculating the n-point function of the
primordial curvature perturbation in terms of scalar field perturbations during
inflation. The diagrams can be used to evaluate the corresponding terms in the
n-point function at tree level or any required loop level. Rules are presented
for drawing the diagrams and writing down the corresponding terms in real space
and Fourier space. We show that vertices can be renormalised to automatically
account for diagrams with dressed vertices. We apply these rules to calculate
the primordial power spectrum up to two loops, the bispectrum including loop
corrections, and the trispectrum.
",hep-th; astro-ph; gr-qc,"Christian T. Byrnes (1); Kazuya Koyama (1); Misao Sasaki (2) and David
  Wands (1) ((1) Portsmouth U.; ICG (2) Kyoto U.; Yukawa Inst.)",terms; loop; level; corresponding; point,5
705.4097,Probing the Geometry of Warped String Compactifications at the LHC,"  Warped string compactifications, characterized by non-singular behavior of
the metric in the infrared (IR), feature departures from the usual anti-de
Sitter warped extra dimensions. We study the implications of the smooth IR
cutoff for Randall-Sundrum (RS) type models. We find that the phenomenology of
the KK gravitons (including their masses and couplings) depends sensitively on
the precise shape of the warp factor in the IR. In particular, we analyze the
warped deformed conifold and find that the spectrum differs significantly from
that of RS, and present a simple prescription (a mass gap ansatz) which can be
used to study the phenomenology of IR modifications to 5-d warped extra
dimensions.
",hep-ph; astro-ph; hep-ex; hep-th,Gary Shiu; Bret Underwood; Devin G.E. Walker; Kathryn M. Zurek,ir; extra; dimensions; couplings; study,5
